tid,seat_no,price,isBooked,date
710,70628,292,0,1929-01-09
966,67227,726,0,1990-07-30
408,96323,602,0,1979-04-08
517,521,235,0,1969-01-31
128,23269,556,0,1942-06-18
400,83868,711,1,1902-07-11
816,93933,451,1,1917-12-29
418,64243,637,1,1932-02-11
912,49587,664,0,1905-06-07
687,15305,978,1,2004-09-28
679,88549,646,1,1950-02-11
114,44117,857,1,1928-07-21
778,96266,745,1,2017-11-05
856,97412,583,1,2000-12-30
704,17163,405,1,2018-09-08
442,26494,758,0,2009-11-04
141,73500,341,0,1903-09-18
711,58702,847,0,2009-10-04
145,10041,416,0,1997-06-28
635,89127,320,0,1926-01-17
661,73528,400,1,1923-06-07
238,36195,778,0,1953-08-07
981,31959,511,1,1985-09-02
586,73710,393,0,1992-01-15
692,77002,548,0,1958-04-25
745,61674,761,1,1967-06-12
585,71115,285,0,1944-01-13
501,94478,348,0,2015-03-29
448,62855,881,0,1983-12-24
723,79423,740,0,1909-11-20
967,54517,630,1,1902-06-16
274,32965,987,0,1985-02-03
909,48330,323,1,1984-07-19
870,79992,403,1,1992-10-25
867,97840,896,1,1900-11-20
747,9128,925,1,1956-04-04
304,64629,719,0,2019-12-29
160,16864,604,0,1904-12-21
123,17646,448,0,1916-06-07
394,31064,724,1,2016-08-29
222,91498,593,1,1960-10-16
514,26421,727,0,1972-01-06
971,15589,734,0,1952-09-25
577,64170,947,1,1983-10-07
888,80016,517,0,1900-08-12
824,63415,248,0,1928-06-10
781,48958,619,1,1903-07-17
949,3318,846,1,1912-11-09
794,46902,278,1,1952-01-25
539,85332,454,1,2008-12-09
102,28063,241,1,1987-01-25
969,13761,401,0,1966-05-04
879,25649,263,1,1919-01-06
173,93841,694,1,1992-06-21
786,66687,504,0,1976-11-16
156,27723,327,0,2003-12-17
874,47330,287,1,2008-12-31
347,23647,480,1,1972-04-01
233,10195,653,1,2015-01-29
430,49347,746,0,1923-03-07
193,54993,354,1,1985-09-18
569,59507,493,1,1999-07-17
521,97182,342,1,1933-03-08
229,65094,201,1,1923-02-15
481,56268,481,1,1932-07-11
677,28520,211,1,2009-10-04
777,13776,992,0,2011-02-02
218,96299,491,1,2002-01-01
518,91285,980,0,1951-01-30
518,26441,917,1,1953-10-29
366,33575,606,0,1904-06-07
708,78723,201,0,1928-07-19
852,56525,789,1,2001-10-27
391,42780,284,1,2002-04-07
729,67917,752,1,2012-03-23
532,72699,842,0,2003-01-24
830,6705,928,1,1910-03-26
527,34878,228,0,1977-01-27
184,77772,504,0,1938-12-20
624,4432,600,0,1920-11-18
232,33304,306,0,1929-08-18
457,30782,968,1,1956-08-16
742,84356,895,0,2013-08-06
878,21007,956,1,1957-06-10
254,71081,914,0,2005-03-01
748,71020,433,1,2005-11-14
638,28965,397,1,2004-02-05
234,13200,218,1,1927-10-17
642,92139,285,0,1912-08-07
451,78920,380,1,1993-09-22
562,79199,585,1,1973-04-18
259,21968,509,1,1966-09-06
766,99352,888,1,1900-11-23
374,96463,935,1,1975-07-09
810,50129,995,0,1948-06-23
181,37482,676,0,1971-01-08
820,2635,924,0,1927-08-07
929,95405,333,0,2018-10-07
358,41202,235,1,1904-06-26
702,8797,211,1,2017-05-28
528,43921,915,1,1935-08-16
1000,58807,494,1,1907-12-12
494,60023,765,1,1933-12-05
375,51211,589,0,1922-06-06
544,13047,631,1,1997-02-20
610,5850,795,0,1986-07-24
474,48261,431,0,1930-04-14
107,47455,938,1,1926-02-08
734,63047,463,0,1981-12-16
492,13364,528,1,2004-10-29
822,12803,684,1,1951-05-28
539,98998,947,0,1962-02-23
814,52749,625,1,1993-06-26
967,89484,245,0,1904-07-18
175,27401,404,1,1918-08-24
437,12272,265,0,1913-01-07
887,35792,313,1,1912-05-23
542,59346,469,1,1951-05-23
650,85361,817,0,1944-11-12
461,10911,777,0,1980-03-14
457,59554,393,1,1962-04-23
855,32727,973,1,1966-08-27
462,58574,976,0,2007-02-01
552,43899,285,1,1919-11-05
474,67012,582,1,1914-12-23
974,81901,470,0,1982-08-20
262,53204,329,0,1974-08-22
400,14746,877,1,2011-08-20
649,30493,679,0,2011-08-15
719,75756,905,1,1978-04-02
549,50347,422,0,1955-04-02
696,92811,766,1,1914-04-01
105,10178,358,0,1995-10-01
199,18751,784,0,2012-12-20
465,12801,269,1,1961-01-24
681,19063,677,1,1903-08-29
880,14926,258,1,1901-06-11
171,49602,758,1,1986-05-06
626,47798,591,1,1905-05-15
258,63600,251,1,2016-04-09
241,47144,273,1,2008-12-04
268,62458,463,0,1943-01-08
494,96299,910,1,1962-10-05
549,51117,219,1,1963-01-22
699,4871,846,0,1941-05-01
899,59499,783,0,1931-12-03
454,47192,727,1,2006-10-19
786,58837,544,1,2000-11-01
823,9761,904,0,1970-02-04
893,37126,328,1,1906-02-02
470,40100,633,1,1900-09-25
385,95718,728,1,2002-01-15
666,67738,965,0,1958-04-07
331,45367,778,0,1943-06-11
418,93317,243,0,1909-04-29
632,28630,383,1,1982-09-21
474,90719,698,1,1937-05-02
913,87953,337,1,1938-11-26
230,28901,988,1,2012-06-11
331,40486,381,1,2012-09-09
552,50852,914,0,2007-07-01
207,14758,598,1,1957-01-09
884,98908,620,0,1911-09-26
142,55751,483,0,2004-12-20
601,82669,676,0,1991-11-04
658,79744,951,1,1948-09-25
476,48745,226,1,1963-05-13
540,36739,889,1,1991-07-12
296,15295,992,0,1987-12-06
394,68760,836,0,1970-01-18
605,85377,481,1,1964-12-06
389,9292,518,1,1964-08-06
343,55468,236,0,1986-12-10
226,80471,853,0,1928-11-18
432,33115,802,0,2003-01-11
152,45521,697,0,1906-05-09
911,57416,808,1,2001-03-20
823,26189,579,0,1937-09-17
732,25642,770,0,1977-05-14
844,53010,735,1,1924-10-10
383,31975,830,0,1986-11-08
283,98936,525,0,2009-10-28
844,90807,430,1,1903-08-11
249,71182,651,0,1960-12-09
596,20119,532,1,1903-08-26
276,74263,285,1,1960-07-16
343,62960,202,1,1977-01-31
234,74796,534,0,1918-07-31
731,25263,610,1,1911-01-28
626,35329,395,1,1913-11-10
305,26587,568,1,1913-01-07
731,27524,749,1,2000-07-31
920,93966,972,1,1920-08-15
431,70343,550,0,1904-01-30
547,3609,227,1,1956-12-30
623,23886,609,0,1979-10-08
972,22762,964,0,1987-03-08
942,55878,214,1,1997-07-21
913,3585,995,1,1977-07-13
971,35827,567,0,2004-11-09
182,35036,851,1,1981-04-28
286,52392,524,1,1939-12-07
897,69919,796,0,1986-12-05
880,98516,754,0,1999-01-10
438,16371,411,0,1928-06-03
487,65278,609,0,2018-12-20
141,48175,553,1,1914-04-08
618,16152,647,1,1921-05-08
875,16161,989,0,1995-11-30
805,89758,579,0,1944-10-31
849,96362,936,1,1923-07-15
900,56863,535,1,1926-04-24
952,36745,371,0,1971-10-23
214,93969,597,1,2018-05-11
824,24586,881,0,1925-03-11
677,43193,393,1,1914-05-06
280,12586,985,0,1913-03-09
360,14172,859,0,1981-08-18
366,21146,289,1,1995-08-09
328,47190,322,1,1985-08-03
351,86259,264,1,1974-03-13
876,50104,798,1,1908-11-16
496,71013,950,1,1943-03-13
757,18498,215,1,1988-10-08
520,87133,374,1,1953-10-04
796,67986,896,0,1920-02-09
513,2294,428,1,1937-12-12
827,56445,418,0,1995-05-21
979,84879,244,1,1955-06-03
470,31176,695,0,1922-05-29
700,38710,283,1,2010-06-30
523,94579,409,1,1925-06-09
854,21254,330,0,1986-02-14
559,97161,798,1,2010-06-11
845,67279,558,1,1989-04-27
256,35540,639,1,2011-09-28
339,63700,474,0,1949-11-12
475,98167,754,1,2018-05-18
792,70957,666,1,1951-06-07
835,99912,786,1,1971-02-13
960,6560,732,0,2018-01-11
221,43469,206,0,2006-11-16
152,1238,404,1,1918-12-08
432,16271,486,1,1902-04-20
822,33064,948,1,1965-12-22
263,39992,465,1,1994-11-27
109,88517,216,0,1916-08-11
451,90786,542,0,1976-08-11
327,73785,217,0,1903-09-09
489,15088,456,1,1931-02-06
774,2938,990,0,1998-10-23
614,60536,891,1,1944-08-01
935,87925,923,0,1959-08-15
642,1603,227,0,1988-10-22
422,26477,818,0,1932-06-05
677,93109,527,1,1903-09-13
144,2804,895,0,2013-03-20
954,88307,342,0,1983-12-11
691,99853,590,1,1960-10-20
421,98569,597,1,1978-06-23
806,13882,500,0,1927-03-19
105,65801,862,0,1986-02-16
456,16792,241,1,1997-09-09
870,61936,454,1,1946-12-17
867,88537,931,0,1933-05-30
590,64739,699,0,1947-04-27
617,66434,468,0,1958-05-10
213,71921,255,0,1984-01-22
465,27121,420,0,1992-03-13
676,40576,651,1,1952-11-24
886,17054,439,1,1992-02-20
334,49428,679,0,1938-09-26
228,47429,429,0,1967-10-25
434,45464,575,0,1928-09-19
461,4362,500,0,1923-09-04
892,95250,257,1,1973-04-16
723,94137,823,0,2011-11-13
429,25282,376,0,1928-11-11
417,61591,525,1,2001-04-29
722,79088,572,0,1908-01-25
839,30124,532,0,1976-08-03
668,47612,952,1,1910-09-12
798,35559,508,0,2006-08-04
339,42646,425,1,1907-01-06
429,75034,505,1,1990-08-06
430,21132,658,1,1954-02-11
420,72106,486,1,1917-10-02
850,36417,456,0,1918-06-08
972,45109,991,0,1902-03-30
357,7362,464,1,1985-05-10
953,62230,386,0,1999-04-09
883,46357,522,1,1974-06-22
842,28930,338,0,2009-01-05
333,6819,854,0,1966-04-22
693,57182,552,0,1965-12-07
663,68314,250,1,1943-04-02
805,63865,247,0,1930-05-07
887,62660,583,0,1972-01-31
108,65247,639,0,2013-03-15
528,12249,467,0,1952-11-28
638,50012,375,1,1950-02-15
509,65530,779,0,1979-01-25
994,54337,903,0,1939-09-30
337,55474,751,1,1960-07-27
542,21867,340,1,1948-06-22
618,19328,234,0,1959-04-30
808,54075,374,1,1962-05-21
821,62061,301,1,1919-08-04
993,40785,876,1,2008-10-28
151,37575,513,1,1938-08-10
473,78224,962,0,2006-04-01
886,36310,954,1,1977-02-15
240,86323,798,0,1966-09-08
652,57269,515,1,2019-04-27
887,65081,963,0,1963-02-09
158,48110,507,0,1969-05-03
271,33827,690,1,1953-08-29
534,85337,897,1,1905-10-23
511,85549,536,0,1933-03-04
350,72365,878,1,1995-06-05
258,33357,773,0,1937-08-16
813,2996,753,0,1974-10-29
704,71467,201,1,1907-11-20
464,17163,490,1,1942-07-01
493,98769,566,0,1988-05-25
906,55714,411,0,1999-06-24
568,48729,464,1,1951-05-20
492,47427,887,1,1954-07-14
231,44648,216,0,1958-03-06
774,57588,639,1,1974-09-10
129,22390,406,0,2007-03-23
415,77466,254,0,2005-11-18
565,17403,668,1,1959-07-17
284,7263,565,1,1988-04-21
971,47893,500,1,1986-10-01
841,53925,351,1,1926-09-03
689,37487,740,0,2016-06-23
409,56262,455,1,1930-02-05
729,46914,204,0,1912-07-10
537,40988,982,0,1953-08-13
431,47072,686,1,1998-08-08
898,74796,223,0,1980-06-27
852,97101,936,1,1956-02-13
859,11876,694,0,1959-07-10
739,35874,373,0,2013-09-12
254,12903,467,0,1929-03-11
685,53962,978,1,2014-10-12
890,42475,542,0,1942-11-06
215,73335,345,0,1998-02-01
413,69848,935,1,1960-02-18
836,22993,494,0,1959-06-03
509,76616,961,0,1993-02-01
596,96711,705,1,1997-11-09
189,81770,693,0,2018-12-19
592,31409,444,0,2011-02-16
974,30085,999,0,1939-08-18
223,63810,999,1,1986-06-12
955,98458,228,1,1974-09-26
377,44777,809,0,1987-09-10
489,68963,747,1,1951-09-21
296,96801,362,0,1918-09-05
956,48287,667,1,1955-12-21
457,63531,523,0,1996-05-02
273,72782,772,0,1973-12-17
126,58381,279,1,1918-10-31
769,42965,426,1,1958-11-20
891,57975,361,0,2002-05-30
777,44276,549,0,2000-10-27
813,34422,243,1,1906-05-10
403,56092,302,1,1911-09-04
781,55511,353,0,2018-03-17
358,22126,393,1,1929-11-17
542,96230,689,0,1952-01-30
825,61248,492,1,1914-07-09
533,73306,239,1,1978-04-30
155,2156,679,1,1963-03-07
204,98419,417,1,1909-03-10
812,85404,878,1,1977-10-01
927,33760,746,1,1939-10-31
766,47492,292,1,1941-03-25
523,49685,825,1,1962-10-24
419,99798,762,0,1995-09-12
431,95273,878,1,1950-06-06
986,12607,504,0,1929-04-30
148,69991,853,0,2018-12-16
608,16710,412,1,1973-10-29
229,76745,914,0,2003-02-13
760,16715,331,0,1951-04-26
793,49560,276,0,1918-06-20
550,88732,294,0,1931-10-17
631,37968,392,0,1968-12-28
244,19165,502,1,1909-12-04
381,1516,793,0,1948-07-27
310,52353,574,0,1952-08-12
788,37847,491,0,1903-09-24
305,99734,662,1,1958-07-24
131,269,436,0,1992-02-25
324,79047,609,0,2009-09-20
275,46220,317,0,1944-07-17
868,35233,229,1,1985-05-04
662,84395,279,0,1962-08-15
370,56958,654,0,2005-12-11
212,89418,552,0,1992-09-27
101,95833,965,0,1926-06-17
643,95416,590,1,1977-02-13
602,59885,701,1,1990-04-20
852,24078,867,0,1993-01-05
507,42734,723,1,1935-08-12
688,74433,547,1,1953-12-08
860,91921,640,0,1968-02-26
232,33921,322,0,1964-05-02
937,4,575,0,1956-12-27
199,73895,761,0,1924-09-22
584,41078,543,0,1940-04-09
540,41601,221,1,1900-12-14
752,80038,881,0,1987-02-01
266,66497,926,1,2011-08-11
487,65208,887,0,2007-03-15
253,87094,932,1,1959-02-23
537,74950,963,0,2011-05-16
165,77508,976,1,1982-02-18
115,5493,857,0,1976-10-07
525,35542,669,1,1913-09-10
854,28599,810,1,1900-03-06
797,87034,725,1,1974-01-17
276,2512,610,0,1943-12-10
340,30888,989,0,1944-01-31
399,45286,863,1,1913-05-22
685,4831,981,0,1918-07-09
687,82134,960,0,2014-05-10
320,67071,234,0,1955-11-28
802,88372,585,1,1979-12-30
149,93447,811,0,1998-01-12
511,55125,723,0,1963-12-06
660,29628,696,1,1915-09-21
174,37508,782,1,1946-08-29
191,33596,805,0,1944-11-14
453,67005,214,0,1945-09-11
236,12149,208,1,1951-10-29
236,7463,224,0,1905-08-01
631,58389,991,0,1980-02-12
174,29015,608,0,1938-01-30
761,65883,350,0,2009-05-19
740,16360,756,0,1911-07-11
161,51446,258,0,1921-06-07
545,39892,415,0,2015-03-21
123,47841,229,1,1937-04-10
375,81523,956,0,1919-10-13
276,98672,428,1,2008-06-28
679,6723,936,0,1933-10-08
356,66072,961,0,1922-04-12
740,44775,871,0,1939-04-16
951,35231,274,0,1927-04-02
740,45917,867,0,1934-09-02
185,44894,680,1,1944-07-11
937,23818,611,0,1908-02-20
902,45799,322,0,1929-12-26
308,13166,428,1,1924-11-27
514,41745,876,0,2011-03-11
628,50482,999,1,1995-12-20
757,38055,770,0,1950-04-29
482,22339,325,0,1909-10-01
332,46486,799,0,2000-10-26
982,36832,594,1,2015-09-24
574,43751,837,1,1928-05-09
326,19145,962,0,2003-11-17
259,80360,819,1,2011-03-02
781,76219,662,1,1965-02-11
998,13918,863,1,1914-12-11
633,48001,670,0,2013-10-22
515,80561,662,1,1960-05-13
582,78356,791,0,1944-03-12
626,36189,444,1,1920-04-07
725,81521,329,1,1941-09-17
905,88247,227,1,1950-08-15
754,67741,492,0,1906-04-26
918,37302,492,1,2012-04-22
836,71008,490,0,2007-08-15
489,41360,212,0,1997-09-21
697,73340,794,0,1903-10-24
675,63712,795,1,1975-07-22
893,45434,839,1,2013-08-23
777,70766,750,0,1928-10-28
194,97448,945,1,1962-12-16
812,95606,529,0,1940-09-22
139,95147,490,0,1995-11-10
753,69820,840,0,2014-08-10
731,82071,851,1,1915-07-14
352,83519,794,1,1930-10-26
120,55601,952,1,1979-01-31
115,50029,251,0,2008-05-30
696,23639,754,0,2000-08-11
109,11386,758,0,1990-02-18
564,36247,592,0,1908-11-03
700,30572,788,0,1986-09-27
489,37173,484,1,1901-04-16
392,85703,828,1,1951-03-18
834,52952,390,0,1982-07-21
909,7713,667,0,2015-03-28
510,28613,829,1,1924-05-26
420,17387,753,1,1911-05-09
573,36788,665,0,1915-08-04
594,82172,671,0,1970-01-17
999,63317,840,0,1948-01-21
180,23625,887,0,1918-03-21
746,93730,553,0,1983-08-27
275,7330,995,0,1935-07-08
628,1593,729,1,1969-12-25
553,96627,547,1,1925-01-20
696,98935,876,0,2019-01-14
191,65424,824,0,1997-01-29
918,35636,387,1,1915-06-10
474,36546,717,1,1921-08-10
138,94319,310,1,1925-12-22
454,52600,698,0,1970-03-24
359,28722,685,1,1901-08-11
847,14346,472,0,1994-01-22
589,14861,882,1,1951-10-26
185,4802,915,1,1957-06-04
409,4765,261,0,1958-05-09
267,15377,639,0,1906-10-08
352,95714,221,1,1913-05-22
713,75134,551,1,1979-01-24
888,61879,433,0,1964-01-09
208,12845,286,0,1945-10-28
635,18743,804,1,1976-10-19
610,49523,878,1,1955-05-09
710,29959,347,1,1951-06-29
839,43797,770,1,1976-05-25
756,48883,368,0,1901-02-14
895,86560,722,1,1926-08-28
926,46017,356,1,1991-08-08
735,58195,834,1,1904-03-19
351,32770,809,0,1928-08-06
347,53467,658,1,1945-10-26
646,35606,601,1,1916-11-20
348,38333,564,1,1985-12-16
785,16142,997,1,2004-05-30
217,84098,281,0,2009-12-19
167,36233,737,0,1992-11-17
944,56655,645,0,1911-02-18
462,53183,597,1,2000-09-26
109,16726,998,0,1910-11-26
375,40905,787,0,1935-04-28
797,99024,369,0,1906-03-24
143,23872,662,0,2008-08-01
158,48341,208,1,1974-03-11
196,36304,563,0,1934-11-27
787,41649,732,1,1971-02-16
273,35796,907,1,1952-09-03
464,1902,612,0,1962-03-21
860,94831,765,1,1933-10-26
245,74145,393,0,2002-04-17
283,47060,796,1,1953-12-07
866,33288,928,0,1984-11-16
135,87948,945,1,1953-12-23
945,90636,303,0,1921-12-09
767,21266,937,1,2006-09-23
260,86819,358,0,1911-08-17
942,88748,265,1,1910-02-22
748,73634,268,0,1912-07-28
639,11047,447,1,1956-05-04
493,24647,338,1,1919-08-28
837,72532,746,1,1924-07-13
876,26960,852,1,1919-08-13
495,61086,679,1,1975-09-23
842,27826,281,1,1951-08-06
138,43963,528,1,1961-12-21
244,24945,984,1,1992-01-08
103,82103,729,1,2006-01-17
579,84060,996,0,1902-12-17
654,88917,734,1,1920-09-17
272,50365,968,0,1970-03-22
107,1257,433,1,1946-05-02
246,63715,660,0,1927-10-20
800,43251,434,0,2012-06-19
841,38992,618,1,1937-07-10
495,31816,433,0,1917-03-02
159,36964,952,1,1951-01-26
396,74995,697,1,1963-07-30
203,42546,544,1,1907-12-29
953,75182,970,1,1945-07-31
308,14761,652,1,1958-09-19
682,71549,439,1,1967-01-12
570,32579,422,0,1946-09-14
458,70550,766,0,1937-02-25
142,90432,493,1,1981-03-21
376,69859,391,1,1975-03-11
872,46056,512,0,1918-09-24
972,30658,745,0,2008-11-21
705,18535,473,1,1986-12-04
712,88384,208,0,1983-05-13
714,96141,505,0,1903-03-24
355,85955,593,1,2018-09-24
525,28106,990,1,1927-07-05
818,48794,536,1,1961-02-19
476,15031,668,0,1981-07-28
715,23892,613,1,1927-07-09
979,79473,888,0,1972-12-31
548,29249,728,0,1965-03-18
635,13915,341,0,2002-03-09
872,42882,982,1,1982-01-05
703,19151,764,0,1952-12-04
686,90164,550,0,1927-09-19
118,99946,828,1,1934-07-18
950,79004,398,1,1946-11-08
291,40586,205,0,1988-09-15
332,189,520,0,1963-01-12
417,5908,951,0,1916-09-05
824,35481,223,1,2009-01-31
746,34587,558,0,1963-04-25
331,63576,436,1,1952-09-11
930,53935,538,1,1916-02-11
743,69810,322,0,2007-04-11
777,15302,628,0,1915-07-14
479,79909,541,1,1976-07-26
258,92479,638,0,2000-05-06
464,5329,905,0,1944-04-08
860,23246,609,1,1965-08-30
469,79383,528,0,1969-10-05
951,84248,517,0,2013-04-12
557,26431,442,0,1921-04-20
163,54334,942,0,2010-01-08
433,19025,206,1,1975-01-27
313,65840,853,1,1980-08-26
349,69342,453,0,1941-09-10
498,97544,860,0,1900-05-20
588,84821,750,1,1962-11-25
945,6618,795,1,1965-09-20
991,60298,947,0,1969-09-08
367,27172,419,0,1928-10-08
244,73127,489,1,1961-08-16
103,16538,304,1,1903-06-21
944,6200,666,0,1986-03-16
587,52845,629,0,1949-04-26
969,8303,822,0,1905-09-05
876,76830,229,0,1958-09-28
410,96510,872,1,2017-08-15
595,54770,903,0,1967-02-22
641,44872,754,1,1918-03-20
487,1681,542,1,1913-11-18
958,2472,761,1,1995-03-05
472,67191,935,0,1916-02-22
831,74411,454,0,1997-12-17
139,22685,692,0,1924-12-26
333,36045,647,0,1962-03-18
998,37482,753,1,1984-01-22
378,12922,683,0,2014-07-27
514,282,852,0,1942-03-21
726,5465,314,1,1940-02-07
492,94987,658,1,1937-11-09
973,63817,402,0,1959-10-26
334,12222,239,0,1909-03-05
499,82011,337,0,1937-04-07
632,57006,623,0,1921-03-29
427,38722,519,1,1953-11-16
673,73884,733,0,1910-11-17
643,29663,605,1,1904-05-17
538,1569,399,1,1947-07-04
277,41441,635,0,1914-05-06
569,65571,626,0,1994-04-11
140,69449,826,0,1922-01-19
314,89193,231,1,1955-04-18
432,46477,571,1,2007-01-07
890,84813,959,0,1917-07-22
967,9262,313,0,1946-03-30
948,22366,910,0,1997-12-22
663,43000,209,1,2010-04-16
742,38555,389,1,1928-08-28
221,13825,990,0,1982-02-09
303,21414,391,1,2019-03-07
140,67557,255,0,1955-11-24
670,58454,265,1,1999-03-08
793,75296,282,1,1942-11-30
955,39918,644,0,1928-05-15
472,96579,632,1,1958-12-23
760,70305,826,1,1963-03-13
788,42802,295,1,1927-09-29
405,51989,498,0,1926-06-22
826,9888,963,1,1966-03-27
420,99513,444,1,1964-02-21
755,44141,682,0,1941-04-04
848,63915,851,0,2014-10-27
965,63471,917,1,2000-08-04
913,34454,426,0,1950-12-29
402,86956,512,0,1969-11-27
201,85495,251,0,2002-11-21
928,24856,811,1,1992-09-22
467,78397,918,0,1952-12-25
278,79890,253,0,1965-02-11
979,58543,363,0,1999-01-27
355,37965,492,1,2010-08-03
893,25104,909,0,2014-04-24
472,2336,848,0,2009-02-25
804,54403,646,1,1968-05-11
950,20207,328,1,1944-07-12
950,15739,687,1,2002-05-08
337,52062,684,1,2018-05-17
414,64764,513,0,1953-11-11
432,69489,592,0,1925-03-08
545,37618,565,1,1916-10-13
405,52910,658,1,1994-10-10
492,10963,204,0,1977-08-31
731,67593,519,0,1931-09-28
560,70899,208,0,1947-09-20
189,98455,863,0,2019-03-20
682,43055,228,1,1927-07-10
541,86679,753,1,1954-06-05
757,10783,854,1,1941-09-16
690,94729,861,0,1950-02-15
680,74700,600,0,1963-03-13
337,97275,743,0,1900-01-11
637,70852,320,1,1936-03-11
753,38566,794,0,1933-05-17
546,13650,738,0,1954-06-24
663,53570,576,0,1979-10-08
404,59898,494,0,2003-09-29
338,79718,716,1,1940-10-16
567,94421,470,1,1989-07-20
637,16841,382,0,1918-04-10
339,8502,668,0,1971-11-25
103,66273,450,1,1931-11-06
384,56627,280,0,1923-09-23
316,10979,727,1,1971-09-07
237,43114,889,1,1983-06-25
972,55860,527,0,1947-12-06
527,95095,812,0,1996-06-24
113,79113,427,0,1904-12-12
195,78146,707,1,2000-05-13
220,7635,370,0,1946-06-24
568,76431,784,1,1951-07-26
274,40244,855,1,2005-05-09
304,48161,835,1,1968-12-28
412,71065,401,0,1929-12-27
563,921,525,0,1915-08-28
448,34496,339,0,1930-10-20
570,23459,360,0,1974-12-20
718,34176,378,0,1901-09-11
137,75108,809,1,2009-10-06
855,12716,621,1,1996-01-21
578,26270,874,0,1982-02-21
930,66198,696,1,1961-12-05
384,65981,978,0,1916-07-30
279,69048,389,0,1985-02-13
171,89617,654,1,1958-02-18
784,56505,415,1,1917-09-08
773,71600,738,1,1910-02-08
449,11615,371,1,1985-11-13
292,57138,794,0,1990-06-11
509,82640,296,0,1954-07-29
968,58413,513,0,1934-09-10
810,86499,278,0,2002-04-15
972,4995,559,1,2014-06-08
672,31640,484,1,1991-07-21
426,61007,511,0,1925-12-15
679,52867,491,1,1964-05-28
294,40285,641,1,2002-10-19
379,182,477,0,1935-03-02
745,40450,354,0,1917-07-15
209,30029,470,1,1933-10-13
546,41116,550,0,1946-12-09
265,7739,714,1,1929-12-17
768,71528,631,0,1977-01-17
743,58862,526,1,1983-09-25
419,58139,985,0,1915-04-26
323,49324,376,0,1923-06-18
514,88800,541,1,1974-12-24
521,72717,389,1,2001-11-27
382,61020,1000,1,2012-06-23
479,75109,651,0,1943-11-22
507,81602,524,1,1945-02-07
297,39063,788,0,1957-04-17
484,31192,975,0,1987-02-05
374,3942,829,1,1935-03-22
395,95612,393,1,1959-06-27
178,57028,464,0,1920-07-22
613,51957,423,1,1915-10-18
275,63274,424,1,1913-11-17
434,82901,583,1,1928-02-29
455,75917,325,1,1952-12-18
438,99843,844,0,1987-05-28
454,98639,487,0,1982-11-24
667,36813,779,0,1988-02-28
140,72370,221,1,1907-10-07
803,35066,702,1,1922-08-18
524,51253,470,0,1942-08-07
863,67245,440,0,1920-11-17
777,43984,912,0,1980-06-12
719,98035,307,0,2003-11-01
278,45653,562,0,1941-05-21
761,33295,664,1,1970-02-27
269,30741,639,0,1923-03-15
225,92399,465,0,1913-01-09
201,55241,661,1,1996-03-19
238,37850,720,1,1957-07-20
138,61140,680,1,1952-12-30
720,79034,958,1,1946-10-31
661,23434,353,1,2002-05-05
432,53600,645,1,1958-01-16
274,30763,623,1,1953-01-31
921,23207,288,0,2014-11-23
590,55956,1000,0,2011-11-12
119,87795,310,1,1998-12-08
406,91756,302,0,2011-08-27
487,45016,807,0,1911-01-03
195,23769,559,1,1901-06-01
474,13970,680,1,1908-08-13
778,17646,843,0,1945-12-07
474,99449,594,0,1957-02-27
785,66727,707,0,1957-03-28
332,68960,608,1,2016-09-21
731,10774,316,0,1995-08-05
668,72118,502,1,1903-01-06
291,35697,882,1,1963-09-25
280,93645,924,1,1917-11-07
713,61853,308,0,1981-03-25
114,46996,293,0,2006-07-22
160,58414,890,1,2008-10-09
156,90147,989,1,1951-04-23
776,64751,797,0,1952-12-24
697,26223,821,1,1967-10-10
130,4231,360,1,1994-04-14
132,1118,803,1,1931-02-24
442,39973,492,1,1957-06-05
548,10430,815,1,2008-01-08
597,55689,392,1,1904-10-02
464,73250,997,0,1968-02-09
193,79924,563,0,1949-11-12
850,53506,779,0,1976-10-05
383,32438,802,0,1919-03-10
728,97450,287,0,2008-09-25
770,40425,676,0,2010-01-08
937,89817,299,1,1992-01-16
294,47427,869,0,1963-04-16
975,52434,723,0,2002-11-14
816,23438,517,1,1909-07-13
476,58121,574,1,2017-12-28
461,54687,498,0,1954-08-17
167,57033,446,0,1954-10-06
359,97754,789,0,1902-12-15
584,71506,689,0,1960-10-10
430,4499,613,0,1954-04-30
834,5107,212,0,1988-07-23
700,94573,911,0,1947-05-26
101,31970,385,1,2007-05-17
601,67904,887,0,1914-12-24
297,73597,213,1,1974-05-23
416,24705,493,0,1962-08-21
127,52146,611,0,1909-07-19
898,56643,740,1,1951-12-05
618,9259,906,1,1987-03-28
740,84005,522,1,1938-05-07
846,57193,249,0,1961-05-27
103,30971,379,0,1956-06-26
694,2643,462,0,1958-03-10
871,29894,708,0,1901-02-24
112,87510,283,0,1955-03-01
663,92113,686,1,2003-03-26
468,67547,362,1,1961-05-03
255,19537,408,1,1962-10-07
468,43766,488,0,1985-04-14
159,34977,882,1,2007-09-14
246,5548,822,1,1966-03-02
150,85428,419,1,1964-07-02
317,12762,989,0,1983-10-07
723,10507,560,0,1961-03-20
133,36330,586,1,1935-07-15
622,62550,606,0,1991-02-24
307,34319,854,0,1950-02-24
770,88039,763,1,1995-06-22
571,32663,747,1,1911-03-27
896,2945,445,1,1955-03-09
383,86948,768,1,1934-12-21
318,67624,980,1,1923-04-02
